City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,bathsheba,13.2167,-59.5167,30.34,70,20,4.12,BB,1697314808
292,samut prakan,13.5,100.45,29.02,85,100,2.96,TH,1697314808
293,tokat,40.4167,36.5833,9.69,45,9,1.19,TR,1697314809
294,al hamul,31.3115,31.1477,22.56,61,56,2.59,EG,1697314809
295,kapit,2.0167,112.9333,22.99,100,100,0.56,MY,1697314809
296,harper,4.375,-7.7169,25.68,88,100,3.15,LR,1697314809
297,bac lieu,9.285,105.7244,25.7,91,100,3.29,VN,1697314809
298,massawa,15.6097,39.45,32.13,54,86,0.82,ER,1697314810
299,smithers,54.7804,-127.1743,15.18,55,75,3.6,CA,1697314810
300,pico truncado,-46.7949,-67.9573,18.3,26,4,5.52,AR,1697314810
301,la mira,18.035,-102.3266,29.99,73,65,3.52,MX,1697314811
302,tamanrasset,22.785,5.5228,22.95,28,40,2.06,DZ,1697314811
303,higuera de zaragoza,25.95,-109.2833,31.96,55,13,4.97,MX,1697314811
304,golere,16.2557,-14.1017,36.99,18,100,3.29,SN,1697314811
305,daru,-9.0763,143.2092,24.91,88,97,5.62,PG,1697314811
306,kiffa,16.6166,-11.4045,36.33,11,93,4.69,MR,1697314812
307,sao pedro do sul,-29.6206,-54.1789,20.64,73,0,4.61,BR,1697314812
308,lihue,21.9789,-159.3672,27.58,79,100,3.6,US,1697314812
309,alesund,62.4723,6.1549,10.97,70,75,7.2,NO,1697314813
310,arauca,7.0847,-70.7591,31.98,62,40,1.03,CO,1697314814
311,inari,68.906,27.0288,-0.89,97,100,6.49,FI,1697314814
312,trondheim,63.4305,10.3951,6.07,91,100,2.68,NO,1697314795
313,vryheid,-27.7695,30.7917,12.31,83,63,1.78,ZA,1697314814
314,serhetabat,35.2799,62.3438,10.6,48,6,1.41,TM,1697314815
315,aleksandrovsk,59.158,57.5624,2.11,94,44,2.24,RU,1697314815
316,floresta,-8.6011,-38.5686,35.31,26,95,8.42,BR,1697314815
317,gracanica,44.7033,18.3097,12.25,62,1,1.44,BA,1697314815
318,odessa,46.4775,30.7326,16.38,81,5,5.26,UA,1697314609
319,huarmey,-10.0681,-78.1522,22.12,75,63,5.31,PE,1697314816
320,nouadhibou,20.931,-17.0347,27.99,69,2,5.66,MR,1697314817
321,swakopmund,-22.6833,14.5333,14.43,85,0,0.89,NA,1697314817
322,dubbo,-32.25,148.6167,9.07,81,0,1.54,AU,1697314661
323,red hill,33.9996,-79.2581,21.92,70,89,6.03,US,1697314817
324,san juanito,28.0,-107.5833,23.89,26,4,4.11,MX,1697314817
325,corralillo,22.9819,-80.5856,32.03,53,50,5.13,CU,1697314818
326,cacu,-18.5567,-51.1308,33.84,40,92,1.99,BR,1697314626
327,hotan,37.0997,79.9269,14.13,28,87,2.65,CN,1697314818
328,sars,56.5502,57.1366,2.0,87,68,2.78,RU,1697314818
329,kamina,-8.7386,24.9906,20.05,87,82,1.63,CD,1697314819
330,constantia,44.1833,28.65,14.38,82,0,5.16,RO,1697314819
331,hilo,19.7297,-155.09,27.92,73,40,3.6,US,1697314819
332,ghat,24.9647,10.1728,26.65,22,2,2.66,LY,1697314820
333,oulad teima,30.3947,-9.209,25.6,32,100,1.73,MA,1697314820
334,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,5.14,EC,1697314820
335,namsos,64.4662,11.4957,8.03,70,100,2.06,NO,1697314552
336,carbonear,47.7332,-53.2148,12.57,96,100,5.45,CA,1697314820
337,beihai,21.4833,109.1,21.91,76,53,5.9,CN,1697314821
338,kapa'a,22.0752,-159.319,27.99,79,100,3.6,US,1697314821
339,kabin buri,13.9511,101.7177,25.28,87,100,1.27,TH,1697314821
340,nevel'sk,46.6733,141.8633,8.45,74,39,3.09,RU,1697314821
341,enoch,37.7733,-113.0244,20.26,24,0,0.45,US,1697314821
342,zhezqazghan,47.7833,67.7667,6.89,60,41,4.46,KZ,1697314822
343,sapele,5.8941,5.6767,25.29,96,100,1.58,NG,1697314822
344,qamdo,31.1667,97.2333,-2.08,60,23,0.72,CN,1697314822
345,chibougamau,49.9168,-74.3659,7.79,87,75,3.6,CA,1697314822
346,uribia,11.7139,-72.266,31.83,63,91,4.08,CO,1697314822
347,cova figueira,14.8905,-24.2934,25.65,78,99,4.03,CV,1697314823
348,san pedro,14.35,121.0167,27.37,86,20,2.68,PH,1697314823
349,isanlu-itedoijowa,8.2667,5.8333,25.55,83,89,1.17,NG,1697314823
350,jakobstad,63.6749,22.7026,6.07,85,93,7.52,FI,1697314823
351,qui nhon,13.7667,109.2333,25.84,86,100,2.32,VN,1697314824
352,lae,-6.7221,146.9847,23.37,91,65,2.45,PG,1697314824
353,mount isa,-20.7333,139.5,19.87,19,6,4.63,AU,1697314824
354,salahonda,2.1019,-78.7217,25.72,86,100,1.87,CO,1697314824
355,minas de marcona,-15.2119,-75.1103,19.05,59,63,6.32,PE,1697314665
356,itoman,26.1247,127.6694,25.43,69,20,5.14,JP,1697314825
357,devgarh,25.5333,73.9,24.29,46,0,2.69,IN,1697314825
358,sayan,-11.1361,-77.1933,26.24,52,100,4.32,PE,1697314825
359,olinda,-8.0089,-34.8553,27.85,69,75,5.66,BR,1697314759
360,ninotsminda,41.2646,43.5916,6.19,66,0,2.84,GE,1697314826
361,arua,3.0201,30.9111,19.65,80,94,2.0,UG,1697314826
362,lander,42.833,-108.7307,12.33,65,75,0.0,US,1697314556
363,irbit,57.6705,63.071,4.89,72,57,4.38,RU,1697314826
364,usogorsk,63.4106,48.6872,2.59,96,80,4.31,RU,1697314760
365,annau,37.8876,58.516,12.72,76,75,2.06,TM,1697314827
366,mount airy,36.4993,-80.6073,22.76,74,75,1.54,US,1697314581
367,el alto,-4.2714,-81.2147,24.81,71,27,7.93,PE,1697314827
368,al hudaydah,14.7978,42.9545,30.85,67,5,2.98,YE,1697314827
369,saint-philippe,-21.3585,55.7679,22.77,81,43,5.01,RE,1697314827
370,ambikapur,23.1167,83.2,19.91,62,2,0.94,IN,1697314828
371,chakia,26.4167,85.05,22.78,64,0,0.96,IN,1697314828
372,navapolatsk,55.5363,28.6424,11.84,74,100,5.17,BY,1697314829
373,fort-shevchenko,44.5086,50.263,14.12,48,0,3.92,KZ,1697314829
374,omdurman,15.6445,32.4777,34.94,18,0,4.53,SD,1697314830
375,nar'yan-mar,67.6713,53.087,-2.16,93,57,1.79,RU,1697314830
376,maumere,-8.6199,122.2111,25.86,81,92,1.8,ID,1697314830
377,fallsburg,41.732,-74.6013,8.91,95,100,0.45,US,1697314830
378,yerofey pavlovich,53.9667,121.9667,0.25,52,94,5.94,RU,1697314831
379,holualoa,19.6228,-155.9522,26.97,73,40,4.63,US,1697314831
380,tukrah,32.5341,20.5791,22.36,67,0,2.89,LY,1697314831
381,kavali,14.9167,79.9833,26.91,74,11,1.38,IN,1697314831
382,gabu,12.2833,-14.2167,27.28,79,97,0.53,GW,1697314831
383,north side,19.35,-81.2,33.04,58,20,3.6,KY,1697314832
384,itaituba,-4.2761,-55.9836,34.09,59,20,1.27,BR,1697314832
385,dakhla,23.6848,-15.958,26.01,65,12,3.6,EH,1697314833
386,contamana,-7.3333,-75.0167,23.61,97,100,1.23,PE,1697314833
387,nizhneangarsk,55.7833,109.55,3.33,72,100,4.47,RU,1697314833
388,bryne,58.7354,5.6477,8.32,88,75,13.89,NO,1697314833
389,bengkulu,-3.8004,102.2655,22.87,95,83,1.63,ID,1697314833
390,weno,7.4515,151.8468,25.97,89,100,3.6,FM,1697314834
391,sinop,41.7711,34.8709,14.11,50,0,3.43,TR,1697314834
392,pisco,-13.7,-76.2167,21.03,68,0,9.26,PE,1697314834
393,ust'-kut,56.7938,105.7672,2.68,97,100,2.23,RU,1697314835
394,beloyarskiy,63.7119,66.6722,1.67,88,100,1.79,RU,1697314835
395,shillong,25.5689,91.8831,12.99,94,0,0.58,IN,1697314835
396,mandali,33.7499,45.5541,27.58,17,0,2.49,IQ,1697314835
397,kushiro,42.975,144.3747,11.52,75,76,1.27,JP,1697314835
398,arpacay,40.8487,43.3291,6.8,61,0,0.89,TR,1697314836
399,greenwood,34.1668,-82.1165,24.79,60,40,8.75,US,1697314836
400,kabansk,52.0486,106.6528,1.91,66,21,2.28,RU,1697314837
401,beau vallon,-20.4189,57.6953,20.68,77,20,2.06,MU,1697314837
402,sangkhla buri,15.1555,98.4536,22.45,99,87,0.54,TH,1697314837
403,berezovyy,51.6667,135.7,6.45,84,1,1.7,RU,1697314837
404,ploneour-lanvern,47.9,-4.2833,10.16,81,0,2.57,FR,1697314837
405,hafnarfjordur,64.0671,-21.9377,5.21,93,100,3.09,IS,1697314838
406,waingapu,-9.6567,120.2641,25.46,79,36,2.78,ID,1697314838
407,taitung city,22.7583,121.1444,24.23,85,43,3.71,TW,1697314838
408,freetown,8.484,-13.2299,26.84,89,75,5.14,SL,1697314839
409,barela,23.1,80.05,22.02,59,3,1.67,IN,1697314839
410,tagta,41.6504,59.9164,7.97,66,0,3.09,TM,1697314839
411,nova sintra,14.8667,-24.7167,25.51,77,95,3.63,CV,1697314839
412,karratha,-20.7377,116.8463,27.43,43,3,1.39,AU,1697314839
413,belyy yar,53.6039,91.3903,1.94,100,20,0.0,RU,1697314840
414,new norfolk,-42.7826,147.0587,7.72,77,98,2.15,AU,1697314840
415,melendugno,40.2747,18.3368,19.47,94,0,1.58,IT,1697314840
416,kalininsk,51.5,44.4758,7.64,70,22,3.88,RU,1697314840
417,kataba,13.9833,44.3833,17.5,72,2,0.74,YE,1697314841
418,tandalti,13.0167,31.8667,35.15,24,29,1.23,SD,1697314841
419,moose jaw,50.4001,-105.5344,12.14,35,31,6.17,CA,1697314841
420,bela,25.9333,81.9833,24.7,49,0,0.56,IN,1697314841
421,miri,4.4148,114.0089,26.08,89,40,1.03,MY,1697314841
422,arno,60.1167,18.6333,9.32,74,15,9.34,SE,1697314842
423,karasburg,-28.0167,18.75,18.6,32,7,4.93,NA,1697314842
424,bondo,3.8146,23.6866,20.98,99,100,0.99,CD,1697314842
425,andergrove,-21.0833,149.1833,19.25,81,58,0.82,AU,1697314842
426,pudasjarvi,65.3833,26.9167,4.51,96,99,2.6,FI,1697314843
427,sinabang,2.4803,96.3801,25.26,85,100,1.53,ID,1697314843
428,ascension,30.2169,-90.9001,27.79,37,0,5.14,US,1697314843
429,nikolayevsk-on-amure,53.1406,140.73,3.67,95,83,2.1,RU,1697314843
430,las palmas,28.4204,-14.0131,25.44,44,0,3.09,ES,1697314843
431,hasaki,35.7333,140.8333,16.27,90,100,6.56,JP,1697314844
432,fort st. john,56.2499,-120.8529,5.94,93,100,3.6,CA,1697314693
433,pedernales,18.0384,-71.744,29.5,73,96,1.4,DO,1697314844
434,lorengau,-2.0226,147.2712,27.17,78,98,0.47,PG,1697314844
435,impfondo,1.6381,18.0667,23.0,94,80,1.94,CG,1697314845
436,acarau,-2.8856,-40.12,27.92,70,45,9.01,BR,1697314845
437,betio village,1.358,172.9211,30.02,70,94,2.99,KI,1697314845
438,necochea,-38.5473,-58.7368,18.89,51,52,5.03,AR,1697314845
439,sikonge,-5.6333,32.7667,25.8,33,100,2.05,TZ,1697314698
440,fianarantsoa,-21.4333,47.0833,21.32,62,42,4.41,MG,1697314845
441,rikaze,29.25,88.8833,5.82,47,0,2.01,CN,1697314846
442,kavieng,-2.5744,150.7967,27.14,79,100,1.89,PG,1697314846
443,rudnichnyy,59.617,52.4703,2.73,90,99,2.86,RU,1697314846
444,thunder bay,48.4001,-89.3168,9.99,71,100,5.14,CA,1697314765
445,mantua,45.1667,10.7833,19.58,81,54,0.45,IT,1697314648
446,okigwe,5.8352,7.3599,23.97,95,47,2.27,NG,1697314847
447,rayachoti,14.05,78.75,23.05,67,73,1.09,IN,1697314847
448,santa isabel,-23.3156,-46.2214,18.87,93,100,3.25,BR,1697314847
449,kralendijk,12.15,-68.2667,31.99,70,40,7.72,BQ,1697314600
450,latakia,35.5148,35.7768,22.1,65,43,2.84,SY,1697314848
451,revda,56.801,59.9303,1.5,89,20,3.37,RU,1697314848
452,madinat ash shamal,26.1293,51.2009,30.45,63,0,2.38,QA,1697314848
453,ust-nera,64.5667,143.2,-15.99,95,100,0.89,RU,1697314848
454,singkil,-7.9855,111.4161,23.17,86,17,1.35,ID,1697314849
455,salekhard,66.53,66.6019,-2.86,87,47,2.27,RU,1697314849
456,biloela,-24.4167,150.5,16.19,89,0,0.73,AU,1697314849
457,puerto wilches,7.3483,-73.896,30.31,57,100,0.75,CO,1697314849
458,dali,25.7,100.1833,12.47,88,25,0.51,CN,1697314849
459,tura,25.5198,90.2201,20.3,82,0,1.39,IN,1697314850
460,klyuchi,52.2667,79.1667,9.46,46,100,3.97,RU,1697314850
461,kudahuvadhoo,2.6708,72.8944,27.28,67,54,1.3,MV,1697314850
462,zamosc,50.7231,23.252,16.89,74,100,3.18,PL,1697314851
463,bawku,11.0616,-0.2417,30.5,44,9,2.78,GH,1697314851
464,new plymouth,-39.0667,174.0833,11.84,94,57,6.48,NZ,1697314851
465,xinyuan,37.3,99.0,-5.17,54,0,1.87,CN,1697314851
466,n'zeto,-7.2312,12.8666,24.87,80,81,3.46,AO,1697314851
467,bethanie,-26.4833,17.15,18.69,39,1,4.46,NA,1697314852
468,raychikhinsk,49.7838,129.4121,6.31,58,95,6.51,RU,1697314852
469,evergreen,39.6333,-105.3172,11.43,48,74,3.13,US,1697314811
470,mandera,3.9366,41.867,31.86,46,41,4.31,KE,1697314852
471,fauske,67.2588,15.3918,5.02,76,100,0.65,NO,1697314852
472,santiago de cao,-7.9589,-79.2392,20.07,83,20,5.14,PE,1697314853
473,mangrol,21.1167,70.1167,26.84,66,11,3.75,IN,1697314853
474,tionk essil,12.7856,-16.5217,28.03,81,99,2.13,SN,1697314853
475,jiangyou,31.7667,104.7167,17.77,83,64,1.07,CN,1697314853
476,polillo,14.7122,121.9392,26.18,84,73,3.22,PH,1697314854
477,saint-benoit,-21.038,55.7194,23.06,79,89,1.73,RE,1697314854
478,salalah,17.0151,54.0924,28.05,78,75,2.06,OM,1697314854
479,robore,-18.3333,-59.75,38.88,23,26,3.38,BO,1697314854
480,bubaque,11.2833,-15.8333,27.94,77,97,1.86,GW,1697314854
481,big rapids,43.6981,-85.4837,13.04,59,100,3.6,US,1697314855
482,den burg,53.0542,4.7972,11.11,66,75,9.26,NL,1697314855
483,suoyarvi,62.0833,32.35,7.35,87,25,6.02,RU,1697314855
484,caribou,46.8606,-68.012,11.92,69,100,5.66,US,1697314855
485,saldanha,-33.0117,17.9442,20.03,60,38,7.89,ZA,1697314856
486,vadso,70.0744,29.7487,3.09,81,75,10.29,NO,1697314856
487,comodoro rivadavia,-45.8667,-67.5,16.92,34,0,5.14,AR,1697314856
488,holbrook,40.8123,-73.0784,11.35,93,100,3.09,US,1697314856
489,leongatha,-38.4833,145.95,8.85,80,100,1.64,AU,1697314856
490,jiexiu,37.0244,111.9125,14.39,30,0,2.83,CN,1697314857
491,mount gambier,-37.8333,140.7667,9.4,95,100,1.91,AU,1697314857
492,faranah,10.0404,-10.7434,23.41,90,100,0.2,GN,1697314858
493,antsiranana,-12.2787,49.2917,24.39,89,31,4.04,MG,1697314858
494,alpine,32.835,-116.7664,30.93,31,0,3.6,US,1697314858
495,aghstafa,41.1189,45.4539,13.97,59,1,0.74,AZ,1697314858
496,jackson,42.4165,-122.8345,13.93,77,0,1.54,US,1697314560
497,general acha,-37.377,-64.6043,26.93,17,38,7.42,AR,1697314858
498,khanty-mansiysk,61.0042,69.0019,3.06,93,75,4.02,RU,1697314859
499,camayenne,9.535,-13.6878,28.05,83,75,4.12,GN,1697314658
500,shiyan,32.6475,110.7781,15.06,80,0,2.4,CN,1697314859
501,youssoufia,32.2463,-8.5294,24.01,39,100,2.34,MA,1697314859
502,arak,34.0917,49.6892,13.74,40,0,0.58,IR,1697314859
503,nantucket,41.2835,-70.0995,14.45,69,100,5.14,US,1697314593
504,sarandi grande,-33.7333,-56.3333,18.64,46,0,6.06,UY,1697314860
505,la rioja,42.25,-2.5,13.88,94,100,1.58,ES,1697314860
506,moussoro,13.6408,16.4901,34.67,15,0,4.41,TD,1697314860
507,knysna,-34.0363,23.0471,14.73,86,86,4.65,ZA,1697314860
508,mesquite,32.7668,-96.5992,21.64,41,0,6.69,US,1697314758
509,ceeldheer,3.8488,47.1806,27.1,83,6,5.41,SO,1697314638
510,igrim,63.1906,64.4162,3.34,82,97,3.58,RU,1697314861
511,nyurba,63.2842,118.3319,-12.16,92,17,1.79,RU,1697314861
512,mulayjah,27.271,48.4242,28.23,47,0,3.16,SA,1697314861
513,as suwayrah,32.9256,44.7758,29.17,19,5,3.88,IQ,1697314862
514,barcelos,41.5388,-8.6151,21.03,88,94,0.51,PT,1697314862
515,polyarnyy,69.1989,33.4478,1.86,82,100,9.94,RU,1697314862
516,camana,-16.6228,-72.7111,20.51,72,91,3.09,PE,1697314602
517,barretos,-20.5572,-48.5678,32.9,41,100,2.92,BR,1697314863
518,rongelap,11.1635,166.8941,28.3,74,92,2.96,MH,1697314863
519,san patricio,28.017,-97.5169,26.94,25,2,5.44,US,1697314863
520,flin flon,54.7682,-101.865,12.91,54,20,1.03,CA,1697314864
521,esmeraldas,-19.7625,-44.3139,26.48,61,98,4.35,BR,1697314864
522,bom jesus,-9.0744,-44.3586,34.59,31,94,2.8,BR,1697314864
523,veinticinco de mayo,-35.4323,-60.1727,23.32,28,0,4.02,AR,1697314864
524,posto fiscal rolim de moura,-13.0833,-62.2667,37.8,29,100,1.76,BR,1697314865
525,kamloops,50.6665,-120.3192,16.99,57,75,4.63,CA,1697314865
526,choibalsan,48.0667,114.5,1.1,57,7,4.47,MN,1697314865
527,timbuktu,16.7735,-3.0074,34.81,12,0,3.57,ML,1697314865
528,pukekohe east,-37.2,174.95,15.94,92,46,2.5,NZ,1697314865
529,ebon,4.582,168.6964,28.9,73,100,3.04,MH,1697314866
530,peniche,39.3558,-9.3811,19.6,91,100,3.99,PT,1697314866
531,carnot,4.9409,15.8665,21.35,99,100,1.34,CF,1697314866
532,kalymnos,36.95,26.9833,22.74,64,20,1.03,GR,1697314866
533,kourou,5.1552,-52.6478,30.03,70,5,5.56,GF,1697314867
534,leeton,-34.5667,146.4,10.61,86,11,1.66,AU,1697314867
535,severo-vostotchnyi bank,39.4112,49.2479,17.53,68,0,2.16,AZ,1697314867
536,monrovia,6.3005,-10.7969,25.87,89,100,2.9,LR,1697314867
537,tondano,1.3038,124.9112,18.05,83,98,1.23,ID,1697314867
538,los frentones,-26.4077,-61.4137,32.8,19,0,3.16,AR,1697314868
539,okha,53.5739,142.9478,4.56,76,81,6.28,RU,1697314868
540,colonel hill,22.7667,-74.2167,29.14,72,100,3.21,BS,1697314868
541,sevran,48.9333,2.5333,12.54,78,0,3.09,FR,1697314868
542,voskresenskoye,56.8381,45.4317,9.17,92,100,5.27,RU,1697314759
543,st. john's,47.5649,-52.7093,12.31,98,100,6.17,CA,1697314869
544,granite shoals,30.5891,-98.3839,25.43,27,0,4.12,US,1697314869
545,port isabel,26.0734,-97.2086,28.02,63,100,9.39,US,1697314682
546,moratalla,38.1893,-1.8918,18.52,61,84,1.8,ES,1697314869
547,kongsvinger,60.1905,11.9977,7.47,75,91,2.52,NO,1697314869
548,awjilah,29.1081,21.2869,22.51,54,12,3.7,LY,1697314870
549,tenno,39.9,139.9667,15.27,71,45,2.8,JP,1697314870
550,thanh hoa,19.8,105.7667,22.72,85,100,2.44,VN,1697314871
551,luanco,43.6152,-5.7934,17.79,81,100,3.73,ES,1697314871
552,canutama,-6.5339,-64.3831,37.81,30,100,0.54,BR,1697314871
553,naze,28.3667,129.4833,19.51,76,75,5.43,JP,1697314871
554,tangalle,6.024,80.7911,24.95,89,100,2.86,LK,1697314871
555,xianju,28.85,120.7333,15.82,91,0,1.16,CN,1697314872
556,magadan,59.5667,150.8,-1.77,73,95,2.68,RU,1697314872
557,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697314872
558,barra velha,-26.6322,-48.6847,18.95,84,100,2.45,BR,1697314873
559,yelm,46.942,-122.606,17.01,62,100,1.05,US,1697314685
560,goz beida,13.95,20.55,32.49,22,9,3.34,TD,1697314873
561,berber,18.0216,33.983,31.55,23,0,4.83,SD,1697314873
562,safi,32.1667,-8.8333,23.46,39,100,1.43,MA,1697314874
563,gassol,8.5333,10.4667,26.98,76,74,2.7,NG,1697314874
564,yelizovo,53.1873,158.3805,5.08,100,100,4.02,RU,1697314874
565,muroto-misakicho,33.2833,134.15,20.3,74,28,2.91,JP,1697314874
566,kruisfontein,-34.0033,24.7314,11.91,86,39,1.61,ZA,1697314874
567,chuka,-0.3332,37.6459,21.21,70,99,1.03,KE,1697314875
568,newman,37.3138,-121.0208,27.38,26,100,1.34,US,1697314875
569,amungan,15.3652,119.9582,26.21,81,10,1.93,PH,1697314875
570,queenstown,-31.8976,26.8753,8.66,84,23,2.61,ZA,1697314875
571,kaka,37.3482,59.6143,14.39,43,67,0.83,TM,1697314697
572,tsetserleg,47.475,101.4542,2.21,70,8,0.55,MN,1697314876
573,richards bay,-28.783,32.0377,19.2,67,68,8.17,ZA,1697314821
574,znamenskoye,57.1281,73.8282,6.11,84,100,3.09,RU,1697314876
575,damasak,13.0977,12.4952,32.4,18,1,2.86,NG,1697314876
576,el colomo,19.05,-104.25,30.99,69,46,2.86,MX,1697314876
577,dongola,19.1667,30.4833,31.15,19,0,9.02,SD,1697314629
578,simplicio mendes,-7.8539,-41.9103,36.06,24,93,2.59,BR,1697314877
579,ardestan,33.3761,52.3694,18.09,43,0,1.67,IR,1697314877
580,yavas,54.4159,42.8491,10.92,60,70,5.59,RU,1697314877
581,ishqoshim,36.7248,71.6133,7.71,35,76,0.32,TJ,1697314877
582,woolgoolga,-30.1106,153.2007,10.93,54,0,2.45,AU,1697314878
583,trevelin,-43.0858,-71.4639,15.71,56,55,3.48,AR,1697314878
584,mersa matruh,31.3525,27.2453,22.73,65,0,4.84,EG,1697314878
585,loa janan,-0.583,117.095,23.35,99,94,0.41,ID,1697314878
